OBJECTID,ROUTE ID,BEGIN MILE,END MILE,BEGIN REFERENCE POINT,END REFERENCE POINT,DEPARTMENTAL ROUTE,ROUTE NAME,SIGNED ROUTE,SYSTEM,FUNCTIONAL CLASS,ROUTE CATEGORY,STATE MAINTAINED,MAINTENANCE SECTION,STATE RESPONSIBLE,SURFACE TYPE,SURFACE WIDTH,THROUGH LANES,SPEED LIMIT,DIVIDED,ONE WAY,COINCIDENT,SEASONAL,CITY,URBAN AREA,MPO,RESERVATION,NATIONAL PARK,COUNTY,MAINTENANCE DIVISION,FINANCIAL DISTRICT,ADMINISTRATIVE DISTRICT,JUNCTION DESCRIPTION,DESCRIPTION,RECORD LENGTH (MI),CENTERLINE MILEAGE,Shape__Length
9492,C000447A,26.4975,26.8151,026+0.5285,026+0.8462,S-447A,,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,35,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 35 MPH SPEED LIMIT,0.317600000000002,0.317600000000002,735.399586091647
9493,C000447A,26.8151,32.2191,026+0.8462,032+0.3168,S-447A,,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,45,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 45 MPH SPEED LIMIT,5.404,5.404,12498.5467065148
9494,C000447A,32.2191,32.4332,032+0.3168,032+0.5309,S-447A,,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,45,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,AADT CHANGE,0.214100000000002,0.214100000000002,495.28787969941
9495,C000447A,32.4332,43.261,032+0.5309,043+0.4827,S-447A,,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,35,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 35 MPH SPEED LIMIT,10.8278,10.8278,24982.9245305661
9496,C000447A,43.261,43.5001,043+0.4827,043+0.7218,S-447A,,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,45,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 45 MPH SPEED LIMIT,0.239100000000001,0.239100000000001,550.481995103138
9497,C000447A,43.5001,43.939,043+0.7218,044+0.1717,S-447A,TONGUE RIVER RD,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,45,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,JCT S-332,ENT TONGUE RIVER RD/AADT CHANGE/JCT S-332,0.438899999999997,0.438899999999997,1011.40360843612
9498,C000447A,43.939,45.6491,044+0.1717,045+0.8927,S-447A,TONGUE RIVER RD,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,35,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 35 MPH SPEED LIMIT,1.7101,1.7101,3942.92519535462
9499,C000447A,45.6491,45.88,045+0.8927,046+0.1376,S-447A,TONGUE RIVER RD,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,45,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 45 MPH SPEED LIMIT,0.230900000000005,0.230900000000005,529.611785391556
9500,C000447A,45.88,45.8918,046+0.1376,046+0.1494,S-447A,TONGUE RIVER RD,S-447,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,60,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 60 MPH SPEED LIMIT,0.0118000000000009,0.0118000000000009,27.0762807701539
9509,C000447A,52.219,52.2485,052+0.4915,052+0.5209,S-447A,,S-447,Secondary,5-Major Collector,Road,Yes,4307,Yes,Asphalt,24,2,35,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,ENT S-447A/ENT S-447/LV S 447/ENT MAINT SECT 4307/LV NORTHERN CHEYENNE RESERVATION,0.0294999999999987,0.0294999999999987,67.8366582236988
9510,C000447A,52.2485,52.4336,052+0.5209,052+0.7061,S-447A,,S-447,Secondary,5-Major Collector,Road,Yes,4307,Yes,Asphalt,24,2,25,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 25 MPH SPEED LIMIT,0.185099999999998,0.185099999999998,426.522258310858
9512,C000448A,0,0.0834,000+0.0000,000+0.0834,S-448A,MAIN ST,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,28,2,25,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,JCT N-10,ENT S-448A/ENT S-448/,0.0834,0.0834,201.918324580578
9513,C000448A,0.0834,0.1255,000+0.0834,000+0.1255,S-448A,MAIN ST,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,26,2,25,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.0421,0.0421,101.805827571321
9514,C000448A,0.1255,0.1834,000+0.1255,000+0.1834,S-448A,MAIN ST,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,26,2,25,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.0579,0.0579,139.965195444517
9515,C000448A,0.1834,0.3508,000+0.1834,000+0.3508,S-448A,MAIN ST,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,26,2,35,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 35 MPH SPEED LIMIT,0.1674,0.1674,405.093827682642
9516,C000448A,0.3508,0.352,000+0.3508,000+0.3520,S-448A,MAIN ST,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,26,2,35,,,,,,,,Rocky Boy's Reservation,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,ENT ROCKY BOY'S RESERVATION,0.00119999999999998,0.00119999999999998,2.92500868799331
9517,C000448A,0.352,0.5811,000+0.3520,000+0.5811,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,28,2,35,,,,,,,,Rocky Boy's Reservation,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,LV MAIN ST/SURFACE WIDTH CHANGE,0.2291,0.2291,553.590015164203
9518,C000448A,0.5811,1.6041,000+0.5811,001+0.6050,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,28,2,70,,,,,,,,Rocky Boy's Reservation,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 70 MPH SPEED LIMIT,1.023,1.023,2472.16883991109
9519,C000448A,1.6041,3.1044,001+0.6050,003+0.1089,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,28,2,70,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,LV ROCKY BOY'S RESERVATION,1.5003,1.5003,3624.77419994008
9520,C000448A,3.1044,3.3547,003+0.1089,003+0.3592,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,28,2,70,,,,,,,,Rocky Boy's Reservation,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,ENT ROCKY BOY'S RESERVATION,0.2503,0.2503,604.26142026022
9521,C000448A,3.3547,4.3503,003+0.3592,004+0.3565,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,28,2,70,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,LV ROCKY BOY'S RESERVATION,0.9956,0.9956,2404.23550420945
9522,C000448A,4.3503,4.3563,004+0.3565,004+0.3625,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,28,2,70,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.00600000000000023,0.00600000000000023,14.4742816910549
9523,C000448A,4.3563,13.2973,004+0.3625,013+0.3070,S-448A,,S-448,Secondary,5-Major Collector,Road,,,,Unpaved,26,2,,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,LV MAINT SECT 3201/BEGIN UNPAVED SURFACE/SURFACE WIDTH CHANGE,8.941,8.941,21603.6087079447
9524,C000448A,13.2973,16.3634,013+0.3070,016+0.3731,S-448A,,S-448,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,3.0661,3.0661,7433.3878678265
9525,C000448A,16.3634,23.3801,016+0.3731,023+0.3901,S-448A,,S-448,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,7.0167,7.0167,17035.4321305048
9526,C000448A,23.3801,27.3872,023+0.3901,027+0.4459,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,24,2,70,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,ENT MAINT SECT 3201/BEGIN ASPHALT SURFACE/BEGIN 70 MPH SPEED LIMIT,4.0071,4.0071,9742.97383645027
9527,C000448A,27.3872,30.1101,027+0.4459,030+0.1743,S-448A,,S-448,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,24,2,70,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,2.7229,2.7229,6625.27742602864
9529,C000449A,0,0.2963,000+0.0000,000+0.2963,S-449A,,S-449,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,24,2,25,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,JCT N-1/S-448 AT GILDFORD,ENT S-449A/ENT S-449/,0.2963,0.2963,721.10779043506
9530,C000449A,0.2963,0.724,000+0.2963,000+0.7240,S-449A,,S-449,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,24,2,25,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.4277,0.4277,1041.29118174367
9531,C000449A,0.724,0.7479,000+0.7240,000+0.7479,S-449A,,S-449,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,24,2,25,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.0239,0.0239,58.0426770745062
9532,C000449A,0.7479,5.7842,000+0.7479,005+0.7934,S-449A,,S-449,Secondary,5-Major Collector,Road,Yes,3201,Yes,Asphalt,24,2,55,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 55 MPH SPEED LIMIT,5.0363,5.0363,12269.9225114873
9533,C000449A,5.7842,10.5784,005+0.7934,010+0.5876,S-449A,,S-449,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,55,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,LV MAINT SECT 3201/BEGIN UNPAVED SURFACE,4.7942,4.7942,11698.3482159025
9534,C000449A,10.5784,16.5896,010+0.5876,016+0.5990,S-449A,,S-449,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,55,,,,,,,,,,HILL,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,6.0112,6.0112,14690.502787229
9536,C000451A,0,0.0197,000+0.0000,000+0.0197,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,ENT S-451A/ENT S-451,0.0197,0.0197,45.1670556260344
9537,C000451A,0.0197,0.0469,000+0.0197,000+0.0469,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,JCT I-90 ON RAMP GARRYOWEN INTERCHANGE,JCT I-90 ON RAMP GARRYOWEN INTERCHANGE,0.0272,0.0272,62.435332458502
9538,C000451A,0.0469,0.6924,000+0.0469,000+0.6924,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,28,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,0.6455,0.6455,1484.21375266168
9539,C000451A,0.6924,1.9127,000+0.6924,001+0.8775,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,1.2203,1.2203,2804.92808493923
9540,C000451A,1.9127,3.9287,001+0.8775,003+0.9150,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,42,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,2.016,2.016,4635.64197955822
9541,C000451A,3.9287,9.0616,003+0.9150,009+0.1218,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,5.1329,5.1329,11793.8212339106
9542,C000451A,9.0616,15.4228,009+0.1218,015+0.5550,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,AADT CHANGE,6.3612,6.3612,14592.4734909309
9543,C000451A,15.4228,23.7757,015+0.5550,024+0.0276,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,29,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,JCT S-463,SURFACE WIDTH CHANGE/AADT CHANGE/JCT S-463,8.3529,8.3529,19126.2463996397
9544,C000451A,23.7757,26.2807,024+0.0276,026+0.5633,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,29,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,AADT CHANGE,2.505,2.505,5726.28446716225
9545,C000451A,26.2807,28.2461,026+0.5633,028+0.5551,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,1.9654,1.9654,4492.45503965218
9546,C000451A,28.2461,34.2086,028+0.5551,034+0.5964,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,JCT S-457 N OF WYOLA,AADT CHANGE/JCT S-457 N OF WYOLA,5.9625,5.9625,13608.297094162
9547,C000451A,34.2086,38.0037,034+0.5964,038+0.4450,S-451A,,S-451,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,26,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,AADT CHANGE,3.79510000000001,3.79510000000001,8643.71012971997
9549,C000453A,0,0.0525,000+0.0000,000+0.0525,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,45,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,JCT S-279,ENT S-453A/ENT S-453/,0.0525,0.0525,121.931751850517
9550,C000453A,0.0525,0.1299,000+0.0525,000+0.1299,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,45,Yes,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN DIVIDED ROADWAY,0.0774,0.0774,179.833828613332
9551,C000453A,0.1299,0.3078,000+0.1299,000+0.3078,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,45,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,END DIVIDED ROADWAY,0.1779,0.1779,416.993736411971
9552,C000453A,0.3078,0.6884,000+0.3078,000+0.6884,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,55,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 55 MPH SPEED LIMIT,0.3806,0.3806,892.01734076341
9553,C000453A,0.6884,1.6316,000+0.6884,001+0.5724,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,65,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 65 MPH SPEED LIMIT,0.9432,0.9432,2210.75321560065
9554,C000453A,1.6316,2.4345,001+0.5724,002+0.3869,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,65,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.8029,0.8029,1882.08812789406
9555,C000453A,2.4345,3.033,002+0.3869,003+0.0229,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,31,2,65,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.5985,0.5985,1403.8641106176
9556,C000453A,3.033,4.5149,003+0.0229,004+0.5082,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,65,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,1.4819,1.4819,3473.92499041099
9557,C000453A,4.5149,5.1307,004+0.5082,005+0.1218,S-453A,LINCOLN RD,S-453,Secondary,5-Major Collector,Road,Yes,2104,Yes,Asphalt,24,2,55,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 55 MPH SPEED LIMIT,0.6158,0.6158,1443.13527081263
9560,C000453D,0.0525,0.1294,000+0.0525,000+0.1294,S-453D,,,Secondary,5-Major Collector,Road,,,,,,,,Yes,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,ENT S-453D/ENT LEWIS AND CLARK CO/ENT HELENA MPO PLANNING AREA/BEGIN DIVIDED ROADWAY/ENT BUTTE MAINT DIV/ENT GREAT FALLS FINANCIAL DIST/ENT GREAT FALLS ADMINISTRATIVE DIST,0.0769,0,178.880275531026
9563,C000454A,0,0.2066,000+0.0000,000+0.2066,U-5824A,OROFINO GULCH RD,,Urban,5-Major Collector,Road,,,,Asphalt,30,2,30,,,,,Helena,Helena,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,JCT GRIZZLY GULCH DR,ENT U-5824A/,0.2066,0.2066,484.388546608692
9564,C000454A,0.2066,0.3555,000+0.2066,000+0.3555,U-5824A,OROFINO GULCH RD,,Urban,5-Major Collector,Road,,,,Asphalt,30,2,40,,,,,Helena,Helena,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 40 MPH SPEED LIMIT,0.1489,0.1489,348.535018126984
9565,C000454A,0.3555,0.3939,000+0.3555,000+0.3939,U-5824A,OROFINO GULCH RD,,Urban,5-Major Collector,Road,,,,Asphalt,30,2,55,,,,,Helena,Helena,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 55 MPH SPEED LIMIT,0.0384,0.0384,89.8262055752457
9566,C000454A,0.3939,0.7097,000+0.3939,000+0.7097,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,55,,,,,,,Helena MPO Planning,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,ENT S-454A/ENT S-454/LV HELENA URBAN AREA/LV HELENA CITY LIMITS/SURFACE WIDTH CHANGE,0.3158,0.3158,739.452347673815
9567,C000454A,0.7097,1.7643,000+0.7097,001+0.7638,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,55,,,,,,,,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,LV HELENA MPO PLANNING AREA,1.0546,1.0546,2468.77158655469
9568,C000454A,1.7643,2.4891,001+0.7638,002+0.4882,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,55,,,,,,,,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.7248,0.7248,1694.40281483796
9569,C000454A,2.4891,2.7362,002+0.4882,002+0.7353,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,45,,,,,,,,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 45 MPH SPEED LIMIT,0.2471,0.2471,577.476351891197
9570,C000454A,2.7362,2.82,002+0.7353,002+0.8191,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,35,,,,,,,,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 35 MPH SPEED LIMIT,0.0837999999999997,0.0837999999999997,195.20375642214
9571,C000454A,2.82,2.888,002+0.8191,002+0.8871,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,25,,,,,,,,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,BEGIN 25 MPH SPEED LIMIT,0.0680000000000001,0.0680000000000001,158.899619780051
9572,C000454A,2.888,3.1545,002+0.8871,003+0.1530,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,25,,,,,,,,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.2665,0.2665,623.492820277717
9573,C000454A,3.1545,3.3315,003+0.1530,003+0.3300,S-454A,OROFINO GULCH RD,S-454,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,25,,,,,,,,,,LEWIS AND CLARK,BUTTE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.177,0.177,412.720375007366
9576,C000457A,0,0.035,000+0.0000,000+0.0350,S-457A,WYOLA ACCESS RD,S-457,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,32,2,55,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,ENT S-457A/ENT S-457,0.035,0.035,79.5673139169556
9577,C000457A,0.035,1.5073,000+0.0350,001+0.5096,S-457A,WYOLA ACCESS RD,S-457,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,32,2,55,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,JCT I-90 ON RAMP WYOLA INTERCHANGE,JCT I-90 ON RAMP WYOLA INTERCHANGE,1.4723,1.4723,3349.68955538462
9579,C000462A,0,2.1442,000+0.0000,002+0.1469,S-462A,,S-462,Secondary,5-Major Collector,Road,,,,Unpaved,30,2,,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,JCT N-18 AT ROCK SPRINGS,ENT S-462A/ENT S-462/,2.1442,2.1442,5049.33274088487
9580,C000462A,2.1442,2.1611,002+0.1469,002+0.1638,S-462A,,S-462,Secondary,5-Major Collector,Road,,,,Unpaved,28,2,,,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,0.0168999999999997,0.0168999999999997,39.7926998120545
9581,C000462A,2.1611,9.9157,002+0.1638,009+0.9254,S-462A,,S-462,Secondary,5-Major Collector,Road,,,,Unpaved,28,2,,,,,,,,,,,GARFIELD,MILES CITY,GLENDIVE,GLENDIVE,,LV ROSEBUD CO/ENT GARFIELD CO,7.7546,7.7546,18280.6823348663
9582,C000462A,9.9157,10.5365,009+0.9254,010+0.5473,S-462A,,S-462,Secondary,5-Major Collector,Road,,,,Unpaved,30,2,,,,,,,,,,,GARFIELD,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,0.620800000000001,0.620800000000001,1465.87533795291
9583,C000462A,10.5365,18.2325,010+0.5473,018+0.2537,S-462A,,S-462,Secondary,5-Major Collector,Road,,,,Unpaved,30,2,,,,,,,,,,,GARFIELD,WOLF POINT,GLENDIVE,GLENDIVE,,ENT WOLF POINT MAINT DIV,7.696,7.696,18193.5155115324
9584,C000462A,18.2325,33.3071,018+0.2537,033+0.3455,S-462A,,S-462,Secondary,5-Major Collector,Road,,,,Unpaved,30,2,,,,,,,,,,,GARFIELD,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,15.0746,15.0746,35718.0875956076
9585,C000462A,33.3071,38.4276,033+0.3455,038+0.4728,S-462A,,S-462,Secondary,5-Major Collector,Road,,,,Unpaved,30,2,,,,,,,,,,,GARFIELD,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,5.1205,5.1205,12165.9311453924
9587,C000463A,0,0.0558,000+0.0000,000+0.0558,S-463A,,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,30,2,55,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,ENT S-463A/ENT S-463,0.0558,0.0558,127.369281893327
9588,C000463A,0.0558,0.7999,000+0.0558,000+0.7999,S-463A,,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,30,2,55,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,JCT I-90 ON RAMP LODGE GRASS INTERCHANGE,JCT I-90 ON RAMP LODGE GRASS INTERCHANGE,0.7441,0.7441,1697.70754610983
9589,C000463A,0.7999,0.8886,000+0.7999,000+0.8886,S-463A,,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,25,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,JCT S-451,SURFACE WIDTH CHANGE/BEGIN 25 MPH SPEED LIMIT/AADT CHANGE/JCT S-451,0.0886999999999999,0.0886999999999999,202.753847049608
9590,C000463A,0.8886,0.9245,000+0.8886,000+0.9245,S-463A,,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,25,,,,,Lodge Grass,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,ENT LODGE GRASS CITY LIMITS/AADT CHANGE,0.0359,0.0359,82.0119822163866
9591,C000463A,0.9245,1.1741,000+0.9245,001+0.1772,S-463A,MAIN ST,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,25,,,,,Lodge Grass,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,ENT MAIN ST/AADT CHANGE,0.2496,0.2496,572.371655320491
9592,C000463A,1.1741,1.2428,001+0.1772,001+0.2459,S-463A,HARDING AVE,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,25,,,,,Lodge Grass,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,LV MAIN ST/ENT HARDING AVE,0.0687,0.0687,156.968908229258
